,START_DATE,START_TIME,START,STOP,END_DATE,END_TIME,RIDE_DURATION,MILES,FARE,DAY_NIGHT,PURPOSE,ROUND_TRIP,CATEGORY
804,01-05-2016,17:03:00,Palm Bay,West Palm Beach,01-05-2016,17:18:00,15,12,132,EVENING,Errand/Supplies,No,Business
805,20-05-2016,11:11:00,Palm Bay,Tampa,20-05-2016,13:01:00,110,63.9,702.9,AFTER-NOON,Errand/Supplies,No,Business
806,18-06-2016,07:32:00,Tampa,Palm Bay,18-06-2016,09:01:00,89,29.3,322.3,MORNING,Customer Visit,No,Business
807,14-05-2016,16:23:00,Miami,Tampa,14-05-2016,17:43:00,80,54.3,597.3,EVENING,Meal/Entertain,No,Business
808,02-01-2016,15:22:00,Palm Bay,Orlando,02-01-2016,17:19:00,117,65.4,719.4,EVENING,Meal/Entertain,No,Personal
809,30-05-2016,20:36:00,Miami,Kissimmee,30-05-2016,22:09:00,93,39.4,433.4,NIGHT,Customer Visit,No,Personal
810,21-03-2016,08:02:00,West Palm Beach,Orlando,21-03-2016,09:37:00,95,40.4,444.4,MORNING,Customer Visit,No,Business
811,21-01-2016,20:48:00,West Palm Beach,Miami,21-01-2016,21:41:00,53,36,396,NIGHT,Airport/Travel,No,Business
812,17-06-2016,14:00:00,Miami,West Palm Beach,17-06-2016,15:52:00,112,41.9,460.9,AFTER-NOON,Meeting,No,Business
813,17-01-2016,07:27:00,West Palm Beach,Palm Bay,17-01-2016,08:01:00,34,20,220,MORNING,Customer Visit,No,Business
814,22-03-2016,11:09:00,West Palm Beach,Palm Bay,22-03-2016,11:53:00,44,15.9,174.9,AFTER-NOON,Meeting,No,Business
815,18-04-2016,17:26:00,West Palm Beach,West Palm Beach,18-04-2016,19:24:00,118,84.9,933.9,EVENING,Meeting,Yes,Business
816,17-05-2016,11:08:00,Kissimmee,Palm Bay,17-05-2016,12:37:00,89,53.3,586.3,AFTER-NOON,Meal/Entertain,No,Business
817,18-02-2016,09:22:00,Kissimmee,Palm Bay,18-02-2016,10:21:00,59,30.6,336.6,MORNING,Airport/Travel,No,Business
818,06-05-2016,17:15:00,Fort Pierce,Palm Bay,06-05-2016,17:48:00,33,22.6,248.6,EVENING,Customer Visit,No,Business
819,09-06-2016,12:58:00,Palm Bay,Miami,09-06-2016,14:49:00,111,62.8,690.8,AFTER-NOON,Meal/Entertain,No,Business
820,29-03-2016,14:07:00,Orlando,Kissimmee,29-03-2016,14:37:00,30,23,253,AFTER-NOON,Meeting,No,Personal
821,04-06-2016,12:17:00,Orlando,Tampa,04-06-2016,14:15:00,118,66.4,730.4,AFTER-NOON,Customer Visit,No,Business
822,19-06-2016,14:11:00,West Palm Beach,Orlando,19-06-2016,14:51:00,40,18.4,202.4,AFTER-NOON,Meeting,No,Business
823,29-02-2016,10:24:00,Miami,Fort Pierce,29-02-2016,12:11:00,107,76.4,840.4,AFTER-NOON,Errand/Supplies,No,Business
824,11-01-2016,20:25:00,Kissimmee,Miami,11-01-2016,21:51:00,86,50.8,558.8,NIGHT,Errand/Supplies,No,Business
825,19-03-2016,14:31:00,West Palm Beach,Tampa,19-03-2016,15:11:00,40,24.3,267.3,AFTER-NOON,Meal/Entertain,No,Business
826,12-04-2016,19:08:00,Palm Bay,West Palm Beach,12-04-2016,20:40:00,92,37.1,408.1,NIGHT,Airport/Travel,No,Business
827,17-03-2016,17:02:00,West Palm Beach,Orlando,17-03-2016,18:44:00,102,60,660,EVENING,Errand/Supplies,No,Business
828,29-05-2016,13:22:00,Tampa,Tampa,29-05-2016,14:15:00,53,37.5,412.5,AFTER-NOON,Customer Visit,Yes,Business
829,11-02-2016,08:59:00,Orlando,Orlando,11-02-2016,10:00:00,61,48.7,535.7,MORNING,Customer Visit,Yes,Business
830,24-04-2016,15:25:00,Fort Pierce,Tampa,24-04-2016,17:17:00,112,77.5,852.5,EVENING,Meal/Entertain,No,Personal
831,04-06-2016,06:55:00,Orlando,Miami,04-06-2016,08:30:00,95,40.4,444.4,MORNING,Meal/Entertain,No,Business
832,03-01-2016,08:16:00,Orlando,Tampa,03-01-2016,08:40:00,24,12.2,134.2,MORNING,Meeting,No,Business
833,04-06-2016,11:08:00,West Palm Beach,Palm Bay,04-06-2016,12:24:00,76,24.2,266.2,AFTER-NOON,Meeting,No,Business
834,03-03-2016,09:20:00,Fort Pierce,Kissimmee,03-03-2016,11:17:00,117,82,902,MORNING,Customer Visit,No,Personal
835,28-02-2016,16:16:00,Kissimmee,Kissimmee,28-02-2016,17:26:00,70,55.5,610.5,EVENING,Meeting,Yes,Business
836,04-05-2016,11:57:00,Miami,Fort Pierce,04-05-2016,13:24:00,87,46.8,514.8,AFTER-NOON,Meeting,No,Business
837,17-04-2016,16:36:00,Orlando,West Palm Beach,17-04-2016,18:04:00,88,52.4,576.4,EVENING,Errand/Supplies,No,Business
838,07-03-2016,06:20:00,Palm Bay,Kissimmee,07-03-2016,07:28:00,68,45.1,496.1,MORNING,Meeting,No,Business
839,27-04-2016,13:46:00,Miami,Fort Pierce,27-04-2016,14:26:00,40,15.9,174.9,AFTER-NOON,Errand/Supplies,No,Personal
840,18-03-2016,09:05:00,Palm Bay,Palm Bay,18-03-2016,10:31:00,86,58.8,646.8,MORNING,Errand/Supplies,Yes,Personal
841,21-04-2016,14:17:00,Palm Bay,Tampa,21-04-2016,15:07:00,50,19.3,212.3,AFTER-NOON,Meeting,No,Business
842,01-06-2016,10:41:00,Palm Bay,West Palm Beach,01-06-2016,12:05:00,84,34.7,381.7,AFTER-NOON,Meeting,No,Business
843,03-06-2016,11:35:00,Kissimmee,Palm Bay,03-06-2016,12:59:00,84,38.2,420.2,AFTER-NOON,Airport/Travel,No,Business
844,07-05-2016,16:46:00,Kissimmee,West Palm Beach,07-05-2016,18:24:00,98,70.1,771.1,EVENING,Errand/Supplies,No,Business
845,18-06-2016,11:26:00,Fort Pierce,Fort Pierce,18-06-2016,13:16:00,110,77.5,852.5,AFTER-NOON,Customer Visit,Yes,Business
846,29-01-2016,13:41:00,Fort Pierce,Tampa,29-01-2016,14:48:00,67,49.3,542.3,AFTER-NOON,Meeting,No,Business
847,25-06-2016,17:04:00,Palm Bay,Tampa,25-06-2016,17:29:00,25,8.6,94.6,EVENING,Meeting,No,Personal
848,07-04-2016,13:46:00,Tampa,West Palm Beach,07-04-2016,15:33:00,107,48.6,534.6,AFTER-NOON,Errand/Supplies,No,Business
849,26-05-2016,09:07:00,Tampa,Fort Pierce,26-05-2016,10:57:00,110,79,869,MORNING,Meal/Entertain,No,Business
850,29-03-2016,11:01:00,Tampa,Orlando,29-03-2016,11:29:00,28,17.2,189.2,AFTER-NOON,Errand/Supplies,No,Business
851,24-04-2016,12:06:00,Kissimmee,Tampa,24-04-2016,12:38:00,32,23.9,262.9,AFTER-NOON,Airport/Travel,No,Business
852,13-03-2016,18:58:00,Kissimmee,Tampa,13-03-2016,19:15:00,17,9.8,107.8,EVENING,Errand/Supplies,No,Business
853,17-05-2016,17:12:00,Kissimmee,Tampa,17-05-2016,18:20:00,68,34.3,377.3,EVENING,Errand/Supplies,No,Business
854,03-03-2016,08:44:00,Kissimmee,Orlando,03-03-2016,09:41:00,57,35.8,393.8,MORNING,Meal/Entertain,No,Business
855,01-03-2016,13:56:00,West Palm Beach,Fort Pierce,01-03-2016,15:56:00,120,69.7,766.7,AFTER-NOON,Errand/Supplies,No,Business
856,05-01-2016,07:40:00,Kissimmee,Miami,05-01-2016,07:51:00,11,8.1,89.1,MORNING,Airport/Travel,No,Personal
857,18-04-2016,11:38:00,Tampa,Orlando,18-04-2016,12:21:00,43,17,187,AFTER-NOON,Meeting,No,Business
858,03-06-2016,19:31:00,Fort Pierce,West Palm Beach,03-06-2016,21:21:00,110,72.9,801.9,NIGHT,Meeting,No,Business
859,13-02-2016,09:04:00,Tampa,Fort Pierce,13-02-2016,09:57:00,53,29.9,328.9,MORNING,Customer Visit,No,Business
860,20-03-2016,10:56:00,Fort Pierce,Tampa,20-03-2016,12:33:00,97,50.5,555.5,AFTER-NOON,Meeting,No,Business
861,26-04-2016,06:56:00,Orlando,Orlando,26-04-2016,08:36:00,100,69,759,MORNING,Errand/Supplies,Yes,Business
862,10-01-2016,09:00:00,Fort Pierce,Palm Bay,10-01-2016,10:59:00,119,54.8,602.8,MORNING,Meeting,No,Business
863,01-06-2016,17:13:00,Palm Bay,Miami,01-06-2016,17:49:00,36,18.4,202.4,EVENING,Errand/Supplies,No,Personal
864,15-06-2016,11:33:00,Orlando,West Palm Beach,15-06-2016,13:17:00,104,77.2,849.2,AFTER-NOON,Meeting,No,Business
865,17-06-2016,08:42:00,West Palm Beach,Palm Bay,17-06-2016,09:24:00,42,18.9,207.9,MORNING,Meeting,No,Business
866,20-02-2016,16:32:00,Tampa,Palm Bay,20-02-2016,17:36:00,64,48.4,532.4,EVENING,Meeting,No,Business
867,14-06-2016,13:16:00,Palm Bay,Orlando,14-06-2016,14:11:00,55,33.1,364.1,AFTER-NOON,Meeting,No,Business
868,12-06-2016,19:09:00,Palm Bay,Orlando,12-06-2016,20:00:00,51,19.4,213.4,NIGHT,Meeting,No,Business
869,14-01-2016,13:44:00,Orlando,West Palm Beach,14-01-2016,14:26:00,42,13.3,146.3,AFTER-NOON,Meeting,No,Business
870,24-05-2016,16:07:00,West Palm Beach,Orlando,24-05-2016,17:54:00,107,44.3,487.3,EVENING,Airport/Travel,No,Business
871,22-05-2016,13:39:00,Orlando,Tampa,22-05-2016,15:31:00,112,67.3,740.3,AFTER-NOON,Meal/Entertain,No,Business
872,14-02-2016,15:14:00,West Palm Beach,Fort Pierce,14-02-2016,15:27:00,13,5.4,59.4,EVENING,Meeting,No,Business
873,03-03-2016,20:17:00,Kissimmee,Orlando,03-03-2016,21:48:00,91,64.5,709.5,NIGHT,Meal/Entertain,No,Business
874,28-02-2016,20:18:00,Kissimmee,Tampa,28-02-2016,21:03:00,45,30.7,337.7,NIGHT,Errand/Supplies,No,Business
875,11-02-2016,09:08:00,Miami,Fort Pierce,11-02-2016,10:20:00,72,38.5,423.5,MORNING,Errand/Supplies,No,Business
876,14-06-2016,17:50:00,Fort Pierce,Miami,14-06-2016,18:21:00,31,21.6,237.6,EVENING,Customer Visit,No,Business
877,03-04-2016,18:31:00,Tampa,Palm Bay,03-04-2016,18:43:00,12,5.5,60.5,EVENING,Meeting,No,Personal
878,18-06-2016,08:59:00,Fort Pierce,Fort Pierce,18-06-2016,10:29:00,90,44.9,493.9,MORNING,Customer Visit,Yes,Business
879,01-06-2016,17:12:00,West Palm Beach,West Palm Beach,01-06-2016,18:44:00,92,58.3,641.3,EVENING,Meeting,Yes,Personal
880,16-03-2016,12:31:00,Kissimmee,Orlando,16-03-2016,13:44:00,73,56.5,621.5,AFTER-NOON,Errand/Supplies,No,Business
881,26-03-2016,14:14:00,Tampa,Palm Bay,26-03-2016,15:15:00,61,20.5,225.5,AFTER-NOON,Airport/Travel,No,Business
882,17-06-2016,17:19:00,Kissimmee,Tampa,17-06-2016,17:57:00,38,12.8,140.8,EVENING,Meeting,No,Business
883,04-02-2016,12:38:00,Orlando,Orlando,04-02-2016,14:08:00,90,42.3,465.3,AFTER-NOON,Meeting,Yes,Business
884,02-05-2016,12:01:00,Palm Bay,Kissimmee,02-05-2016,12:33:00,32,17.7,194.7,AFTER-NOON,Meeting,No,Business
885,14-02-2016,13:09:00,Palm Bay,West Palm Beach,14-02-2016,14:33:00,84,51.6,567.6,AFTER-NOON,Customer Visit,No,Personal
886,25-06-2016,17:04:00,Tampa,Tampa,25-06-2016,17:20:00,16,10.4,114.4,EVENING,Meal/Entertain,Yes,Business
887,09-01-2016,20:28:00,Tampa,Miami,09-01-2016,22:06:00,98,43.7,480.7,NIGHT,Customer Visit,No,Business
888,15-02-2016,20:37:00,West Palm Beach,Palm Bay,15-02-2016,21:59:00,82,24.7,271.7,NIGHT,Meal/Entertain,No,Business
889,29-04-2016,06:29:00,Miami,Palm Bay,29-04-2016,08:00:00,91,28.9,317.9,MORNING,Meeting,No,Business
890,02-03-2016,07:03:00,Kissimmee,Fort Pierce,02-03-2016,07:40:00,37,19.8,217.8,MORNING,Meeting,No,Business
891,31-05-2016,06:55:00,Miami,Fort Pierce,31-05-2016,07:57:00,62,21,231,MORNING,Errand/Supplies,No,Business
892,27-04-2016,10:57:00,Orlando,Palm Bay,27-04-2016,12:45:00,108,46.1,507.1,AFTER-NOON,Meeting,No,Business
893,24-05-2016,16:04:00,Palm Bay,Tampa,24-05-2016,18:01:00,117,42.8,470.8,EVENING,Meal/Entertain,No,Business
894,13-03-2016,15:46:00,Kissimmee,Orlando,13-03-2016,16:43:00,57,31.9,350.9,EVENING,Meeting,No,Business
895,05-04-2016,06:33:00,Miami,West Palm Beach,05-04-2016,08:18:00,105,57.5,632.5,MORNING,Meeting,No,Personal
896,04-02-2016,12:19:00,Kissimmee,Orlando,04-02-2016,13:49:00,90,37.3,410.3,AFTER-NOON,Airport/Travel,No,Business
897,14-03-2016,08:06:00,Tampa,Orlando,14-03-2016,10:03:00,117,38,418,MORNING,Meal/Entertain,No,Business
898,26-02-2016,13:32:00,Fort Pierce,Fort Pierce,26-02-2016,15:25:00,113,51.2,563.2,AFTER-NOON,Customer Visit,Yes,Personal
899,25-06-2016,08:44:00,Palm Bay,Tampa,25-06-2016,09:17:00,33,22.3,245.3,MORNING,Meal/Entertain,No,Business
900,21-02-2016,18:47:00,West Palm Beach,Palm Bay,21-02-2016,19:45:00,58,18.4,202.4,EVENING,Customer Visit,No,Business
901,16-01-2016,13:41:00,Kissimmee,Miami,16-01-2016,14:25:00,44,25,275,AFTER-NOON,Meeting,No,Business
902,03-06-2016,16:07:00,Orlando,Tampa,03-06-2016,16:17:00,10,3.1,34.1,EVENING,Errand/Supplies,No,Business
903,27-05-2016,09:43:00,Kissimmee,Tampa,27-05-2016,11:02:00,79,50.9,559.9,MORNING,Airport/Travel,No,Personal
904,08-02-2016,06:02:00,Kissimmee,Kissimmee,08-02-2016,07:38:00,96,56.2,618.2,MORNING,Meeting,Yes,Business
905,05-06-2016,12:50:00,Orlando,Miami,05-06-2016,14:29:00,99,44.7,491.7,AFTER-NOON,Customer Visit,No,Business
906,07-03-2016,19:03:00,Miami,West Palm Beach,07-03-2016,19:47:00,44,28,308,NIGHT,Meeting,No,Business
907,17-02-2016,17:56:00,West Palm Beach,Miami,17-02-2016,19:48:00,112,41,451,EVENING,Customer Visit,No,Business
908,20-05-2016,09:45:00,Fort Pierce,Palm Bay,20-05-2016,10:12:00,27,14.8,162.8,MORNING,Errand/Supplies,No,Personal
909,27-04-2016,18:39:00,Tampa,Orlando,27-04-2016,20:19:00,100,75.7,832.7,EVENING,Airport/Travel,No,Personal
910,19-05-2016,13:08:00,Kissimmee,West Palm Beach,19-05-2016,15:04:00,116,79.8,877.8,AFTER-NOON,Meal/Entertain,No,Personal
911,03-03-2016,16:03:00,West Palm Beach,West Palm Beach,03-03-2016,17:02:00,59,43.5,478.5,EVENING,Errand/Supplies,Yes,Business
912,09-04-2016,09:14:00,Miami,Fort Pierce,09-04-2016,09:53:00,39,16.5,181.5,MORNING,Meal/Entertain,No,Business
913,07-04-2016,13:45:00,West Palm Beach,Kissimmee,07-04-2016,15:40:00,115,74,814,AFTER-NOON,Meeting,No,Personal
914,15-02-2016,18:25:00,West Palm Beach,Miami,15-02-2016,20:17:00,112,80.4,884.4,EVENING,Errand/Supplies,No,Personal
915,29-06-2016,09:36:00,Palm Bay,Orlando,29-06-2016,10:49:00,73,49.6,545.6,MORNING,Errand/Supplies,No,Business
916,19-05-2016,10:36:00,Tampa,West Palm Beach,19-05-2016,11:49:00,73,39.9,438.9,AFTER-NOON,Meeting,No,Business
917,04-04-2016,11:29:00,West Palm Beach,Orlando,04-04-2016,13:05:00,96,41.2,453.2,AFTER-NOON,Meeting,No,Personal
918,20-05-2016,10:44:00,Fort Pierce,Orlando,20-05-2016,12:06:00,82,26.1,287.1,AFTER-NOON,Meeting,No,Personal
919,09-04-2016,19:42:00,Miami,Fort Pierce,09-04-2016,21:13:00,91,67.2,739.2,NIGHT,Errand/Supplies,No,Personal
920,10-02-2016,14:59:00,Fort Pierce,Orlando,10-02-2016,16:25:00,86,68.7,755.7,AFTER-NOON,Meal/Entertain,No,Business
921,28-02-2016,08:57:00,Palm Bay,Palm Bay,28-02-2016,10:09:00,72,36.3,399.3,MORNING,Meal/Entertain,Yes,Business
922,31-03-2016,16:35:00,Miami,Fort Pierce,31-03-2016,17:44:00,69,46.3,509.3,EVENING,Meeting,No,Business
923,04-01-2016,19:49:00,West Palm Beach,Tampa,04-01-2016,20:32:00,43,25.8,283.8,NIGHT,Meal/Entertain,No,Business
924,19-06-2016,10:05:00,Palm Bay,Palm Bay,19-06-2016,10:45:00,40,26.4,290.4,AFTER-NOON,Meeting,Yes,Business
925,02-01-2016,08:48:00,Fort Pierce,Fort Pierce,02-01-2016,10:22:00,94,29.5,324.5,MORNING,Errand/Supplies,Yes,Business
926,13-01-2016,19:48:00,Palm Bay,Fort Pierce,13-01-2016,20:36:00,48,27.7,304.7,NIGHT,Meeting,No,Business
927,10-03-2016,11:25:00,Fort Pierce,Kissimmee,10-03-2016,12:34:00,69,48.4,532.4,AFTER-NOON,Meeting,No,Business
928,30-04-2016,06:07:00,Orlando,West Palm Beach,30-04-2016,06:31:00,24,9.8,107.8,MORNING,Meeting,No,Personal
929,10-01-2016,12:10:00,Palm Bay,Fort Pierce,10-01-2016,13:28:00,78,28.9,317.9,AFTER-NOON,Customer Visit,No,Business
930,28-05-2016,20:39:00,Orlando,Palm Bay,28-05-2016,22:01:00,82,29.4,323.4,NIGHT,Airport/Travel,No,Business
931,30-04-2016,20:34:00,Miami,West Palm Beach,30-04-2016,22:31:00,117,44.8,492.8,NIGHT,Meal/Entertain,No,Business
932,20-03-2016,19:34:00,Kissimmee,Kissimmee,20-03-2016,21:08:00,94,72.9,801.9,NIGHT,Meal/Entertain,Yes,Personal
933,04-06-2016,09:50:00,Orlando,Palm Bay,04-06-2016,11:50:00,120,76.3,839.3,MORNING,Errand/Supplies,No,Personal
934,16-05-2016,06:16:00,Palm Bay,West Palm Beach,16-05-2016,08:09:00,113,44.1,485.1,MORNING,Airport/Travel,No,Business
935,15-01-2016,12:43:00,Fort Pierce,Palm Bay,15-01-2016,13:37:00,54,38.9,427.9,AFTER-NOON,Meal/Entertain,No,Business
936,30-04-2016,14:45:00,Fort Pierce,West Palm Beach,30-04-2016,16:37:00,112,87.1,958.1,AFTER-NOON,Customer Visit,No,Personal
937,06-01-2016,16:54:00,Tampa,Fort Pierce,06-01-2016,18:13:00,79,49.3,542.3,EVENING,Meeting,No,Business
938,04-02-2016,17:53:00,Palm Bay,Fort Pierce,04-02-2016,19:45:00,112,78.6,864.6,EVENING,Meeting,No,Business
939,03-06-2016,07:29:00,Fort Pierce,West Palm Beach,03-06-2016,07:54:00,25,12.2,134.2,MORNING,Meeting,No,Business
940,08-05-2016,19:44:00,West Palm Beach,Kissimmee,08-05-2016,20:04:00,20,11.8,129.8,NIGHT,Meal/Entertain,No,Business
941,19-06-2016,18:55:00,Fort Pierce,West Palm Beach,19-06-2016,19:33:00,38,27.5,302.5,EVENING,Customer Visit,No,Business
942,25-06-2016,10:13:00,Tampa,Miami,25-06-2016,11:08:00,55,30.4,334.4,AFTER-NOON,Meal/Entertain,No,Business
943,13-01-2016,10:08:00,Palm Bay,West Palm Beach,13-01-2016,10:56:00,48,24.5,269.5,AFTER-NOON,Meeting,No,Business
944,20-02-2016,15:51:00,Orlando,Orlando,20-02-2016,17:46:00,115,66.7,733.7,EVENING,Customer Visit,Yes,Business
945,06-01-2016,20:38:00,Orlando,Kissimmee,06-01-2016,22:20:00,102,79.3,872.3,NIGHT,Meeting,No,Business
946,06-03-2016,12:18:00,Tampa,Fort Pierce,06-03-2016,12:47:00,29,20.2,222.2,AFTER-NOON,Errand/Supplies,No,Business
947,08-03-2016,16:10:00,Miami,West Palm Beach,08-03-2016,17:02:00,52,31.7,348.7,EVENING,Errand/Supplies,No,Business
948,13-02-2016,14:27:00,Fort Pierce,Orlando,13-02-2016,15:10:00,43,31.4,345.4,AFTER-NOON,Meal/Entertain,No,Personal
949,15-01-2016,12:15:00,Kissimmee,Tampa,15-01-2016,13:53:00,98,73.9,812.9,AFTER-NOON,Meal/Entertain,No,Business
950,05-05-2016,12:34:00,Miami,Miami,05-05-2016,14:07:00,93,64.2,706.2,AFTER-NOON,Customer Visit,Yes,Business
951,17-05-2016,10:47:00,Kissimmee,Tampa,17-05-2016,10:56:00,9,5.4,59.4,AFTER-NOON,Errand/Supplies,No,Business
952,27-02-2016,10:16:00,West Palm Beach,Kissimmee,27-02-2016,10:28:00,12,6.3,69.3,AFTER-NOON,Meal/Entertain,No,Business
953,29-06-2016,06:37:00,West Palm Beach,Fort Pierce,29-06-2016,07:01:00,24,15.5,170.5,MORNING,Meeting,No,Personal
954,23-03-2016,14:40:00,Miami,Kissimmee,23-03-2016,15:05:00,25,15.3,168.3,AFTER-NOON,Meal/Entertain,No,Business
955,11-05-2016,15:25:00,Miami,Palm Bay,11-05-2016,15:33:00,8,4.6,50.6,EVENING,Meeting,No,Business
956,27-03-2016,20:50:00,Fort Pierce,West Palm Beach,27-03-2016,22:35:00,105,73.4,807.4,NIGHT,Meeting,No,Business
957,16-02-2016,07:19:00,Tampa,Orlando,16-02-2016,09:11:00,112,81.9,900.9,MORNING,Meal/Entertain,No,Business
958,11-01-2016,09:31:00,Miami,Miami,11-01-2016,10:07:00,36,23.6,259.6,MORNING,Meal/Entertain,Yes,Business
959,15-05-2016,11:41:00,Fort Pierce,Orlando,15-05-2016,12:24:00,43,29.2,321.2,AFTER-NOON,Errand/Supplies,No,Business
960,30-05-2016,16:17:00,West Palm Beach,Miami,30-05-2016,17:55:00,98,47.6,523.6,EVENING,Airport/Travel,No,Business
961,23-05-2016,11:01:00,Tampa,Kissimmee,23-05-2016,11:17:00,16,9.6,105.6,AFTER-NOON,Meeting,No,Business
962,29-05-2016,13:50:00,Palm Bay,Palm Bay,29-05-2016,15:21:00,91,61.4,675.4,AFTER-NOON,Customer Visit,Yes,Business
963,18-04-2016,17:04:00,Tampa,Fort Pierce,18-04-2016,18:44:00,100,41.8,459.8,EVENING,Errand/Supplies,No,Business
964,13-01-2016,10:48:00,Tampa,Palm Bay,13-01-2016,11:44:00,56,43.6,479.6,AFTER-NOON,Customer Visit,No,Personal
965,02-06-2016,20:36:00,Fort Pierce,Miami,02-06-2016,20:45:00,9,7.2,79.2,NIGHT,Customer Visit,No,Personal
966,02-02-2016,19:12:00,Palm Bay,Orlando,02-02-2016,20:29:00,77,35.2,387.2,NIGHT,Meal/Entertain,No,Business
967,07-06-2016,16:28:00,Palm Bay,Miami,07-06-2016,18:08:00,100,33.7,370.7,EVENING,Customer Visit,No,Business
968,08-03-2016,17:36:00,Palm Bay,Fort Pierce,08-03-2016,18:39:00,63,29.9,328.9,EVENING,Errand/Supplies,No,Business
969,27-05-2016,07:06:00,Kissimmee,Fort Pierce,27-05-2016,08:55:00,109,51.1,562.1,MORNING,Meeting,No,Business
970,26-06-2016,16:35:00,Palm Bay,Fort Pierce,26-06-2016,17:39:00,64,28.1,309.1,EVENING,Meal/Entertain,No,Business
971,22-03-2016,15:23:00,Kissimmee,West Palm Beach,22-03-2016,16:04:00,41,18.6,204.6,EVENING,Meeting,No,Business
972,27-03-2016,13:10:00,Kissimmee,Palm Bay,27-03-2016,13:37:00,27,15.2,167.2,AFTER-NOON,Meeting,No,Business
973,24-02-2016,11:58:00,Fort Pierce,Tampa,24-02-2016,13:25:00,87,63.9,702.9,AFTER-NOON,Customer Visit,No,Business
974,22-06-2016,18:02:00,Kissimmee,Miami,22-06-2016,19:19:00,77,48,528,EVENING,Meeting,No,Business
975,10-06-2016,13:47:00,Palm Bay,Fort Pierce,10-06-2016,14:01:00,14,6.8,74.8,AFTER-NOON,Errand/Supplies,No,Business
976,26-05-2016,18:51:00,Kissimmee,Fort Pierce,26-05-2016,20:30:00,99,63,693,EVENING,Customer Visit,No,Business
977,10-02-2016,11:18:00,Miami,Palm Bay,10-02-2016,12:16:00,58,38.5,423.5,AFTER-NOON,Airport/Travel,No,Business
978,10-03-2016,10:31:00,Palm Bay,Palm Bay,10-03-2016,10:37:00,6,2.9,31.9,AFTER-NOON,Errand/Supplies,Yes,Business
979,23-05-2016,14:01:00,Fort Pierce,Orlando,23-05-2016,15:14:00,73,39.9,438.9,AFTER-NOON,Meal/Entertain,No,Personal
980,28-03-2016,06:04:00,Miami,Kissimmee,28-03-2016,07:39:00,95,31.1,342.1,MORNING,Meeting,No,Business
981,21-05-2016,19:46:00,West Palm Beach,Palm Bay,21-05-2016,20:06:00,20,10.9,119.9,NIGHT,Meeting,No,Business
982,21-06-2016,06:26:00,Palm Bay,Palm Bay,21-06-2016,06:55:00,29,21.9,240.9,MORNING,Airport/Travel,Yes,Personal
983,08-02-2016,08:33:00,West Palm Beach,Palm Bay,08-02-2016,09:54:00,81,47.7,524.7,MORNING,Meeting,No,Business
984,02-06-2016,19:08:00,Fort Pierce,Kissimmee,02-06-2016,19:39:00,31,18,198,NIGHT,Errand/Supplies,No,Business
985,10-04-2016,11:05:00,Miami,Orlando,10-04-2016,11:35:00,30,18.7,205.7,AFTER-NOON,Customer Visit,No,Business
986,13-05-2016,16:43:00,Tampa,West Palm Beach,13-05-2016,18:16:00,93,44.4,488.4,EVENING,Customer Visit,No,Personal
987,28-04-2016,19:10:00,Tampa,Palm Bay,28-04-2016,19:32:00,22,10.9,119.9,NIGHT,Customer Visit,No,Business
988,25-05-2016,13:47:00,Kissimmee,West Palm Beach,25-05-2016,14:16:00,29,11.5,126.5,AFTER-NOON,Meeting,No,Business
989,07-01-2016,06:45:00,Kissimmee,Palm Bay,07-01-2016,06:56:00,11,5.5,60.5,MORNING,Customer Visit,No,Business
990,12-05-2016,10:26:00,Orlando,Orlando,12-05-2016,11:39:00,73,42.7,469.7,AFTER-NOON,Meal/Entertain,Yes,Personal
991,08-06-2016,12:31:00,Miami,Tampa,08-06-2016,13:24:00,53,33.7,370.7,AFTER-NOON,Airport/Travel,No,Personal
992,20-03-2016,18:01:00,Fort Pierce,Palm Bay,20-03-2016,19:55:00,114,78.9,867.9,EVENING,Airport/Travel,No,Business
993,30-01-2016,09:14:00,Miami,Miami,30-01-2016,10:20:00,66,24,264,MORNING,Customer Visit,Yes,Business
994,23-06-2016,17:48:00,Palm Bay,Fort Pierce,23-06-2016,18:15:00,27,18.2,200.2,EVENING,Customer Visit,No,Business
995,08-03-2016,14:40:00,Fort Pierce,Fort Pierce,08-03-2016,15:41:00,61,32.7,359.7,AFTER-NOON,Meal/Entertain,Yes,Business
996,03-04-2016,08:49:00,Orlando,Miami,03-04-2016,09:21:00,32,19.8,217.8,MORNING,Meeting,No,Business
997,23-02-2016,20:58:00,Kissimmee,West Palm Beach,23-02-2016,22:36:00,98,71.5,786.5,NIGHT,Meeting,No,Personal
998,22-02-2016,19:13:00,Tampa,West Palm Beach,22-02-2016,19:19:00,6,4.7,51.7,NIGHT,Meal/Entertain,No,Business
999,07-04-2016,14:00:00,Fort Pierce,West Palm Beach,07-04-2016,15:47:00,107,66.7,733.7,AFTER-NOON,Meeting,No,Business
1000,24-01-2016,15:37:00,Kissimmee,Orlando,24-01-2016,17:14:00,97,30.5,335.5,EVENING,Airport/Travel,No,Business
1001,18-05-2016,13:25:00,Kissimmee,Palm Bay,18-05-2016,14:29:00,64,26.9,295.9,AFTER-NOON,Airport/Travel,No,Business
1002,19-04-2016,11:10:00,Orlando,Palm Bay,19-04-2016,12:28:00,78,25,275,AFTER-NOON,Airport/Travel,No,Business
